"","datetime","wtr_0","wtr_10","wtr_2","wtr_3","wtr_4","wtr_5","wtr_6","wtr_7","wtr_8","wtr_9","wtr_1"
"37",2022-07-09 14:00:00,15.378,5.347,14.038,10.748,9.077,8.082,6.471,5.757,5.962,5.45,13.284
"38",2022-07-09 14:30:00,15.378,5.244,13.076,10.748,9.176,7.582,6.37,5.86,5.757,5.45,13.266
"39",2022-07-09 15:00:00,15.569,5.347,13.076,10.553,8.68,7.582,6.573,5.86,5.757,5.45,13.319
"40",2022-07-09 15:30:00,15.664,5.347,12.883,10.846,8.779,7.882,6.775,5.962,5.86,5.45,13.485
"41",2022-07-09 16:00:00,15.664,5.347,13.558,11.041,8.879,7.983,6.573,5.86,5.86,5.552,13.634
"42",2022-07-09 16:30:00,15.569,5.244,12.69,10.553,8.68,7.381,6.268,5.757,5.552,5.347,13.634
"43",2022-07-09 17:00:00,15.664,5.244,12.69,10.748,9.373,7.582,6.471,5.86,5.655,5.45,13.808
"44",2022-07-09 17:30:00,15.569,5.244,12.401,10.748,9.275,7.381,6.166,5.86,5.552,5.45,13.503
"45",2022-07-09 18:00:00,15.76,5.347,12.497,10.259,8.68,7.481,6.471,5.962,5.757,5.45,14.485
"46",2022-07-09 18:30:00,15.569,5.347,12.497,10.259,8.581,7.481,6.573,5.86,5.552,5.347,13.529
"47",2022-07-09 19:00:00,15.473,5.141,11.916,10.553,9.275,7.582,6.268,5.757,5.45,5.244,13.634
"48",2022-07-09 19:30:00,15.378,5.141,12.401,10.357,8.779,7.481,6.268,5.757,5.552,5.347,13.895
"49",2022-07-09 20:00:00,15.282,5.141,12.11,10.651,8.978,7.481,6.471,5.962,5.45,5.347,14.45
"50",2022-07-09 20:30:00,15.187,5.244,12.013,10.357,8.382,7.179,6.166,5.86,5.552,5.347,14.925
"51",2022-07-09 21:00:00,15.187,5.141,12.207,10.455,8.581,7.983,6.674,5.86,5.45,5.347,14.355
"52",2022-07-09 21:30:00,15.091,5.141,12.401,10.357,8.879,7.481,6.37,5.86,5.45,5.347,14.398
"53",2022-07-09 22:00:00,14.9,5.244,12.11,10.455,9.077,7.179,6.166,5.86,5.552,5.347,14.468
"54",2022-07-09 22:30:00,14.9,5.141,12.013,10.063,9.077,7.682,6.268,5.757,5.45,5.244,14.338
"55",2022-07-09 23:00:00,15.091,5.141,12.11,10.455,8.382,7.179,6.166,5.757,5.45,5.347,13.712
"56",2022-07-09 23:30:00,14.9,5.141,12.013,10.553,8.779,7.582,6.471,5.655,5.45,5.347,14.164
"57",2022-07-10 00:00:00,14.804,5.244,12.497,10.357,8.481,7.381,6.37,5.86,5.552,5.347,13.764
"58",2022-07-10 00:30:00,14.804,5.244,12.013,10.455,8.779,7.582,6.573,5.962,5.552,5.45,13.546
"59",2022-07-10 01:00:00,14.709,5.244,12.013,10.357,8.68,7.381,6.37,6.064,5.655,5.347,13.764
"60",2022-07-10 01:30:00,14.709,5.141,11.916,10.553,8.879,7.381,6.166,5.757,5.45,5.347,13.503
"61",2022-07-10 02:00:00,14.709,5.141,12.11,10.357,8.978,7.28,6.268,5.86,5.45,5.347,13.79
"62",2022-07-10 02:30:00,14.517,5.244,12.11,10.259,8.978,7.28,6.268,5.86,5.552,5.347,13.52
"63",2022-07-10 03:00:00,14.421,5.347,12.207,10.357,8.879,7.381,6.268,5.757,5.552,5.347,13.607
"64",2022-07-10 03:30:00,14.325,5.244,12.304,10.455,8.68,7.381,6.064,5.757,5.552,5.347,13.468
"65",2022-07-10 04:00:00,14.23,5.141,12.013,10.651,8.68,7.582,6.268,5.86,5.45,5.347,13.45
"66",2022-07-10 04:30:00,14.23,5.141,12.013,10.455,8.978,7.481,6.166,5.86,5.347,5.347,13.564
"67",2022-07-10 05:00:00,14.134,5.244,12.207,10.357,8.68,7.381,6.268,5.962,5.45,5.347,13.45
"68",2022-07-10 05:30:00,14.038,5.141,12.11,10.259,8.481,7.582,6.37,5.86,5.45,5.347,13.886
"69",2022-07-10 06:00:00,14.038,5.141,12.013,10.259,8.779,7.381,6.166,5.757,5.552,5.347,13.695
"70",2022-07-10 06:30:00,14.038,5.141,12.11,10.357,8.879,7.481,6.166,5.757,5.45,5.347,13.433
"71",2022-07-10 07:00:00,14.038,5.141,12.11,10.357,8.581,7.481,6.471,5.86,5.45,5.45,13.564
"72",2022-07-10 07:30:00,14.23,5.141,12.304,10.651,8.779,7.28,6.37,5.86,5.552,5.45,13.677
"73",2022-07-10 08:00:00,14.325,5.141,12.304,10.651,8.978,7.481,6.573,5.962,5.655,5.347,13.389
"74",2022-07-10 08:30:00,14.134,5.244,12.401,10.553,8.879,7.481,6.268,5.655,5.45,5.45,13.406
"75",2022-07-10 09:00:00,14.23,5.347,12.594,10.651,8.779,7.582,6.573,5.86,5.757,5.45,13.371
"76",2022-07-10 09:30:00,14.23,5.141,12.304,10.846,8.978,7.682,6.37,5.757,5.45,5.347,13.677
"77",2022-07-10 10:00:00,15.091,5.347,12.98,11.334,8.978,8.082,6.775,6.166,5.86,5.45,13.677
"78",2022-07-10 10:30:00,14.804,5.347,13.654,11.625,9.176,8.082,6.471,5.86,5.757,5.552,13.703
"79",2022-07-10 11:00:00,14.517,5.244,12.69,11.041,8.978,7.682,6.37,5.86,5.552,5.45,13.773
"80",2022-07-10 11:30:00,15.378,5.347,13.654,11.625,9.373,8.082,6.674,5.962,5.86,5.552,13.851
"81",2022-07-10 12:00:00,15.187,5.45,13.558,11.431,9.571,8.182,6.775,6.064,5.86,5.552,13.86
"82",2022-07-10 12:30:00,14.613,5.244,12.787,10.748,8.978,7.882,6.471,5.86,5.655,5.45,13.93
"83",2022-07-10 13:00:00,15.187,5.45,13.365,11.528,9.176,7.983,6.775,6.064,6.064,5.552,14.008
"84",2022-07-10 13:30:00,14.517,5.244,12.787,11.041,8.779,7.582,6.573,5.962,5.757,5.45,13.991
"85",2022-07-10 14:00:00,15.187,5.45,13.846,11.431,9.866,8.481,7.079,6.064,6.166,5.552,14.025
"86",2022-07-10 14:30:00,14.9,5.347,13.269,10.846,9.669,7.983,6.674,5.962,5.962,5.45,14.06
"87",2022-07-10 15:00:00,14.804,5.45,13.365,11.334,9.571,7.882,6.674,5.962,5.962,5.552,14.104
"88",2022-07-10 15:30:00,14.804,5.347,13.654,11.431,9.669,8.282,6.978,6.166,5.962,5.552,14.19
"89",2022-07-10 16:00:00,14.9,5.347,13.558,11.236,9.669,8.481,7.179,6.268,6.064,5.552,14.225
"90",2022-07-10 16:30:00,14.709,5.244,12.98,10.846,9.472,7.882,6.37,5.757,5.552,5.45,14.251
"91",2022-07-10 17:00:00,14.613,5.347,12.69,10.651,9.275,7.882,6.674,6.166,5.86,5.45,14.242
"92",2022-07-10 17:30:00,14.613,5.244,12.883,11.041,9.275,7.682,6.37,5.86,5.655,5.45,14.225
"93",2022-07-10 18:00:00,14.804,5.244,13.076,10.748,9.275,7.882,6.775,6.064,5.757,5.45,14.234
"94",2022-07-10 18:30:00,14.804,5.347,13.076,10.944,9.176,7.882,6.37,5.962,5.757,5.45,14.277
"95",2022-07-10 19:00:00,14.517,5.244,12.69,10.944,9.077,7.782,6.573,5.962,5.655,5.45,14.277
"96",2022-07-10 19:30:00,14.421,5.244,12.98,10.553,9.176,7.682,6.674,5.962,5.757,5.45,14.242
"97",2022-07-10 20:00:00,14.421,5.347,13.269,10.651,8.978,7.782,6.674,5.962,5.655,5.45,14.182
"98",2022-07-10 20:30:00,14.325,5.347,12.98,10.846,9.176,7.782,6.37,5.962,5.655,5.45,14.164
"99",2022-07-10 21:00:00,14.23,5.244,12.594,10.846,9.176,7.682,6.37,5.962,5.655,5.45,14.112
"100",2022-07-10 21:30:00,14.23,5.141,12.497,10.846,9.176,7.582,6.471,5.962,5.552,5.45,14.051
"101",2022-07-10 22:00:00,14.134,5.244,12.787,10.651,9.176,7.481,6.471,6.064,5.757,5.45,14.008
"102",2022-07-10 22:30:00,14.134,5.244,12.69,10.846,8.879,7.682,6.573,5.962,5.552,5.45,14.034
"103",2022-07-10 23:00:00,14.134,5.244,12.787,10.748,8.978,7.682,6.37,5.86,5.552,5.45,14.008
"104",2022-07-10 23:30:00,14.038,5.244,12.594,10.651,9.077,7.682,6.471,5.962,5.757,5.45,13.956
"105",2022-07-11 00:00:00,14.038,5.347,12.69,10.748,9.176,7.582,6.37,5.962,5.655,5.45,13.912
"106",2022-07-11 00:30:00,14.038,5.244,12.594,10.846,9.176,7.682,6.471,5.86,5.655,5.45,13.878
"107",2022-07-11 01:00:00,13.942,5.244,12.69,10.651,9.176,7.682,6.573,5.86,5.552,5.45,13.843
"108",2022-07-11 01:30:00,13.846,5.244,12.787,10.748,9.077,7.582,6.674,6.064,5.552,5.45,13.756
"109",2022-07-11 02:00:00,13.846,5.244,12.69,10.748,9.176,7.582,6.471,5.86,5.552,5.45,13.703
"110",2022-07-11 02:30:00,13.75,5.244,12.594,10.651,9.176,7.481,6.573,5.962,5.655,5.45,13.634
"111",2022-07-11 03:00:00,13.654,5.244,12.594,10.846,9.176,7.682,6.471,5.86,5.45,5.45,13.572
"112",2022-07-11 03:30:00,13.558,5.244,12.497,10.944,8.978,7.782,6.471,5.962,5.45,5.45,13.503
"113",2022-07-11 04:00:00,13.461,5.244,12.98,10.846,8.879,7.682,6.37,5.962,5.655,5.45,13.398
"114",2022-07-11 04:30:00,13.461,5.244,12.787,10.651,8.879,7.882,6.674,5.962,5.757,5.45,13.328
"115",2022-07-11 05:00:00,13.461,5.244,12.787,10.651,9.373,7.682,6.268,5.757,5.45,5.45,13.284
"116",2022-07-11 05:30:00,13.365,5.347,12.497,10.846,9.275,7.28,6.471,5.962,5.655,5.45,13.249
"117",2022-07-11 06:00:00,13.269,5.244,12.98,10.748,8.879,7.582,6.674,6.166,5.655,5.45,13.196
"118",2022-07-11 06:30:00,13.269,5.244,12.594,10.846,8.978,7.782,6.674,5.86,5.552,5.45,13.152
"119",2022-07-11 07:00:00,13.365,5.244,12.304,10.748,9.275,7.782,6.471,5.962,5.552,5.45,13.135
"120",2022-07-11 07:30:00,13.365,5.244,12.69,10.944,9.275,7.682,6.37,5.962,5.655,5.347,13.126
"121",2022-07-11 08:00:00,13.461,5.347,12.594,10.944,9.275,7.983,6.573,6.064,5.86,5.45,13.126
"122",2022-07-11 08:30:00,13.365,5.244,12.594,11.139,9.472,7.782,6.573,6.064,5.655,5.45,13.144
"123",2022-07-11 09:00:00,13.846,5.347,12.594,10.944,9.275,7.882,6.877,6.166,5.86,5.552,13.161
"124",2022-07-11 09:30:00,14.23,5.347,12.98,11.139,9.571,7.983,6.775,5.962,5.757,5.45,13.17
"125",2022-07-11 10:00:00,15.091,5.347,13.942,11.236,9.571,8.182,6.877,6.064,5.86,5.552,13.179
"126",2022-07-11 10:30:00,14.996,5.45,14.325,11.431,9.472,7.882,6.674,6.064,6.064,5.655,13.187
"127",2022-07-11 11:00:00,14.804,5.45,14.038,11.625,9.571,8.082,6.775,6.166,6.166,5.655,13.17
"128",2022-07-11 11:30:00,14.996,5.45,14.804,11.334,9.768,8.182,6.877,6.064,6.064,5.552,13.135
"129",2022-07-11 12:00:00,15.378,5.45,14.038,11.431,9.669,8.182,6.775,6.064,5.962,5.552,13.214
"130",2022-07-11 12:30:00,15.378,5.552,14.421,11.819,9.373,8.382,6.978,6.166,6.37,5.552,13.284
"131",2022-07-11 13:00:00,15.76,5.45,14.517,11.916,9.669,8.481,6.877,6.166,6.166,5.552,13.38
"132",2022-07-11 13:30:00,16.332,5.45,14.038,11.916,10.063,8.481,6.877,6.064,6.166,5.552,13.468
"133",2022-07-11 14:00:00,16.427,5.552,14.804,11.528,9.866,8.68,6.877,6.166,6.37,5.655,13.555
"134",2022-07-11 14:30:00,17.665,5.45,14.804,11.722,9.768,8.382,6.978,6.166,6.268,5.655,13.581
"135",2022-07-11 15:00:00,17.855,5.45,14.9,11.431,9.866,8.581,6.877,6.166,6.268,5.655,13.625
"136",2022-07-11 15:30:00,17.76,5.552,14.613,12.013,9.768,8.282,7.079,6.166,6.37,5.655,13.634
"137",2022-07-11 16:00:00,17.76,5.552,15.091,11.722,9.768,8.382,7.179,6.37,6.37,5.757,13.668
"138",2022-07-11 16:30:00,18.045,5.45,14.709,12.497,9.768,8.581,6.775,6.064,6.064,5.655,13.695
"139",2022-07-11 17:00:00,17.094,5.45,14.23,11.916,9.866,8.581,7.28,6.37,6.268,5.552,13.695
"140",2022-07-11 17:30:00,18.331,5.552,14.134,12.207,9.965,8.182,6.978,6.268,6.064,5.655,13.773
"141",2022-07-11 18:00:00,18.426,5.347,13.942,11.916,10.063,7.983,6.775,6.268,5.962,5.655,13.799
"142",2022-07-11 18:30:00,18.045,5.552,14.134,12.013,9.669,7.983,6.877,6.268,5.962,5.655,13.834
"143",2022-07-11 19:00:00,16.237,5.347,13.365,11.528,9.571,7.882,6.775,6.166,5.655,5.45,13.956
"144",2022-07-11 19:30:00,16.332,5.347,13.076,10.944,9.669,8.082,6.978,6.268,5.86,5.552,14.069
"145",2022-07-11 20:00:00,16.618,5.347,13.269,11.334,9.669,7.983,6.775,6.064,5.757,5.552,13.738
"146",2022-07-11 20:30:00,17.855,5.347,13.173,11.431,9.669,7.983,6.674,5.962,5.655,5.552,13.738
"147",2022-07-11 21:00:00,17.284,5.45,13.173,11.431,9.373,7.983,6.674,6.166,5.86,5.655,13.817
"148",2022-07-11 21:30:00,16.999,5.45,13.269,11.139,9.571,8.082,6.674,6.166,5.757,5.552,13.86
"149",2022-07-11 22:00:00,16.808,5.45,13.365,11.431,9.373,7.983,6.674,6.166,5.757,5.552,13.886
"150",2022-07-11 22:30:00,16.427,5.347,13.269,11.625,9.373,7.882,6.775,6.166,5.757,5.552,13.904
"151",2022-07-11 23:00:00,16.046,5.347,13.173,11.334,9.571,7.882,6.775,6.268,5.757,5.552,13.834
"152",2022-07-11 23:30:00,15.855,5.347,13.076,11.139,9.669,8.282,6.775,6.064,5.655,5.45,13.79
"153",2022-07-12 00:00:00,15.569,5.347,13.269,11.236,9.472,7.983,6.674,6.064,5.757,5.552,13.799
"154",2022-07-12 00:30:00,15.378,5.347,13.173,11.334,9.472,7.882,6.674,5.962,5.757,5.552,13.764
"155",2022-07-12 01:00:00,15.187,5.45,13.076,11.334,9.768,7.782,6.775,6.268,5.962,5.552,13.747
"156",2022-07-12 01:30:00,15.091,5.347,13.365,11.334,9.275,7.983,6.775,6.268,5.86,5.552,13.782
"157",2022-07-12 02:00:00,14.996,5.347,13.269,11.528,9.472,8.082,6.573,6.064,5.655,5.552,13.773
"158",2022-07-12 02:30:00,14.9,5.347,13.173,11.334,9.571,8.182,6.877,5.962,5.552,5.552,13.747
"159",2022-07-12 03:00:00,14.804,5.347,13.173,11.334,9.571,7.882,6.573,6.166,5.757,5.552,13.782
"160",2022-07-12 03:30:00,14.709,5.347,13.173,11.236,9.571,7.983,6.775,6.166,5.86,5.552,13.764
"161",2022-07-12 04:00:00,14.613,5.347,13.076,11.236,9.669,7.882,6.775,6.166,5.757,5.552,13.834
"162",2022-07-12 04:30:00,14.517,5.347,13.173,11.139,9.472,7.983,6.775,6.064,5.757,5.552,13.825
"163",2022-07-12 05:00:00,14.421,5.347,13.173,11.334,9.472,7.983,6.674,6.166,5.757,5.552,13.764
"164",2022-07-12 05:30:00,14.325,5.347,13.173,11.236,9.669,8.082,6.674,6.166,5.757,5.552,13.703
"165",2022-07-12 06:00:00,14.325,5.45,13.173,11.625,9.472,7.882,6.573,6.166,5.86,5.552,13.703
"166",2022-07-12 06:30:00,14.23,5.45,13.076,11.528,9.373,7.882,6.877,6.268,5.86,5.552,13.782
"167",2022-07-12 07:00:00,14.134,5.45,13.269,11.236,9.571,8.082,6.775,6.064,5.757,5.552,13.808
"168",2022-07-12 07:30:00,14.23,5.347,13.269,11.334,9.669,8.182,6.775,6.166,5.757,5.552,13.817
"169",2022-07-12 08:00:00,14.709,5.347,13.365,11.528,9.669,8.282,6.877,6.166,5.757,5.552,13.782
"170",2022-07-12 08:30:00,15.473,5.45,13.846,11.528,9.768,8.082,6.978,6.268,5.86,5.552,13.738
"171",2022-07-12 09:00:00,15.855,5.45,14.134,11.528,9.965,8.182,6.978,6.268,5.86,5.655,13.782
"172",2022-07-12 09:30:00,15.76,5.45,14.325,11.722,9.866,8.382,6.775,6.166,5.962,5.655,13.834
"173",2022-07-12 10:00:00,16.237,5.552,14.709,11.819,9.866,8.382,6.877,6.268,6.166,5.655,13.869
"174",2022-07-12 10:30:00,16.427,5.45,14.804,12.013,9.866,8.382,6.978,6.268,6.166,5.655,13.869
"175",2022-07-12 11:00:00,17.475,5.45,14.421,11.722,10.161,8.68,7.28,6.37,6.268,5.655,13.912
"176",2022-07-12 11:30:00,17.95,5.45,14.996,12.013,9.965,8.581,7.179,6.268,6.37,5.757,14.025
"177",2022-07-12 12:00:00,16.713,5.552,14.421,12.304,10.259,8.68,7.179,6.37,6.37,5.655,14.078
"178",2022-07-12 12:30:00,16.427,5.45,14.23,12.207,10.259,8.581,7.381,6.37,6.37,5.655,14.051
"179",2022-07-12 13:00:00,16.046,5.552,14.804,12.304,10.161,8.779,7.28,6.37,6.471,5.655,14.078
"180",2022-07-12 13:30:00,15.378,5.552,14.613,11.916,10.259,8.779,7.381,6.471,6.471,5.655,14.234
"181",2022-07-12 14:00:00,16.046,5.552,14.517,12.207,10.651,8.779,7.28,6.37,6.471,5.655,14.968
"182",2022-07-12 14:30:00,16.332,5.655,14.613,12.787,10.357,8.779,7.28,6.573,6.573,5.757,14.32
"183",2022-07-12 15:00:00,15.951,5.552,14.325,12.69,10.357,8.779,7.481,6.471,6.37,5.655,15.011
"184",2022-07-12 15:30:00,16.332,5.552,14.421,12.69,10.455,9.077,7.481,6.37,6.37,5.655,15.072
"185",2022-07-12 16:00:00,16.618,5.552,14.517,12.304,10.553,8.68,7.28,6.37,6.37,5.655,15.14
"186",2022-07-12 16:30:00,16.618,5.552,14.517,12.11,10.455,8.382,7.381,6.471,6.37,5.655,15.226
"187",2022-07-12 17:00:00,16.903,5.552,14.134,12.013,10.748,8.978,7.381,6.573,6.37,5.655,15.347
"188",2022-07-12 17:30:00,17.189,5.45,14.517,12.207,10.651,8.382,7.179,6.471,6.166,5.655,15.398
"189",2022-07-12 18:00:00,16.999,5.552,14.134,12.207,10.553,8.581,7.179,6.471,6.166,5.655,15.321
"190",2022-07-12 18:30:00,16.903,5.552,14.325,12.013,10.455,8.581,7.381,6.37,6.064,5.655,15.398
"191",2022-07-12 19:00:00,17.665,5.45,14.038,11.916,9.768,8.182,7.179,6.37,6.064,5.655,15.244
"192",2022-07-12 19:30:00,17.665,5.45,13.654,11.916,10.063,8.282,6.978,6.471,6.064,5.655,15.244
"193",2022-07-12 20:00:00,16.808,5.347,13.558,12.401,10.063,8.182,6.877,6.37,5.86,5.655,15.235
"194",2022-07-12 20:30:00,16.523,5.552,13.846,11.722,10.063,8.182,7.079,6.471,5.962,5.655,15.192
"195",2022-07-12 21:00:00,16.237,5.45,13.75,11.916,10.161,8.481,6.775,6.166,5.86,5.655,15.201
"196",2022-07-12 21:30:00,16.618,5.45,13.461,11.916,9.768,8.382,7.079,6.471,6.064,5.655,15.312
"197",2022-07-12 22:00:00,16.618,5.347,13.75,11.819,9.866,8.382,7.179,6.268,5.86,5.655,15.355
"198",2022-07-12 22:30:00,16.427,5.552,13.75,11.819,10.357,8.082,6.775,6.268,5.86,5.655,15.321
"199",2022-07-12 23:00:00,16.332,5.552,13.846,12.013,9.965,8.282,7.079,6.37,6.064,5.655,15.338
"200",2022-07-12 23:30:00,16.237,5.552,13.846,12.11,9.866,8.182,7.079,6.37,6.064,5.655,15.149
"201",2022-07-13 00:00:00,16.141,5.347,13.654,12.11,9.965,8.182,7.079,6.268,5.757,5.552,15.235
"202",2022-07-13 00:30:00,16.046,5.552,13.461,11.916,9.768,8.382,7.079,6.37,5.86,5.655,15.201
"203",2022-07-13 01:00:00,15.951,5.552,13.558,11.625,9.965,8.282,6.877,6.37,5.962,5.655,15.226
"204",2022-07-13 01:30:00,15.855,5.45,13.75,11.722,9.965,8.382,6.877,6.37,6.064,5.655,15.02
"205",2022-07-13 02:00:00,15.855,5.45,13.846,11.819,10.161,8.182,6.978,6.37,5.962,5.655,15.106
"206",2022-07-13 02:30:00,15.76,5.552,13.846,11.916,9.965,8.182,6.978,6.268,6.064,5.655,15.003
"207",2022-07-13 03:00:00,15.664,5.45,13.75,11.819,9.965,8.282,6.978,6.268,6.064,5.655,14.917
"208",2022-07-13 03:30:00,15.664,5.552,13.654,11.722,10.063,8.182,6.877,6.37,6.064,5.655,14.951
"209",2022-07-13 04:00:00,15.473,5.552,13.461,11.819,10.063,8.182,7.079,6.37,5.962,5.655,14.873
"210",2022-07-13 04:30:00,15.473,5.552,13.558,11.819,10.063,8.082,6.978,6.268,5.962,5.655,14.848
"211",2022-07-13 05:00:00,15.473,5.45,13.654,11.916,9.866,8.282,7.079,6.268,5.86,5.655,14.917
"212",2022-07-13 05:30:00,15.378,5.347,13.654,11.916,9.866,8.382,6.978,6.268,5.86,5.655,14.848
"213",2022-07-13 06:00:00,15.378,5.552,13.75,11.916,9.866,8.282,6.978,6.268,5.962,5.655,14.899
"214",2022-07-13 06:30:00,15.378,5.45,13.654,11.916,9.965,8.382,6.978,6.268,5.962,5.655,14.968
"215",2022-07-13 07:00:00,15.378,5.552,13.558,11.722,10.063,8.182,6.877,6.268,6.064,5.757,14.994
"216",2022-07-13 07:30:00,15.378,5.45,13.75,11.916,9.965,8.182,6.978,6.268,5.962,5.655,14.985
"217",2022-07-13 08:00:00,15.282,5.45,13.558,11.722,9.768,8.382,7.079,6.37,5.962,5.655,14.994
"218",2022-07-13 08:30:00,15.378,5.45,13.846,11.916,10.063,8.282,6.978,6.37,5.962,5.655,15.037
"219",2022-07-13 09:00:00,15.282,5.45,13.75,11.819,10.259,8.382,7.079,6.37,5.962,5.655,14.917
"220",2022-07-13 09:30:00,15.378,5.552,13.942,12.013,10.259,8.282,6.877,6.37,6.064,5.655,14.908
"221",2022-07-13 10:00:00,15.282,5.552,13.846,11.722,10.161,8.182,6.978,6.268,5.86,5.655,14.925
"222",2022-07-13 10:30:00,15.282,5.45,13.846,11.916,9.965,8.382,7.079,6.268,5.86,5.655,14.787
"223",2022-07-13 11:00:00,15.569,5.552,14.517,12.594,10.259,8.779,7.481,6.471,6.268,5.757,15.072
"224",2022-07-13 11:30:00,15.664,5.655,14.613,12.787,10.553,8.879,7.381,6.471,6.37,5.655,14.848
"225",2022-07-13 12:00:00,15.76,5.655,14.996,12.883,10.455,8.779,7.381,6.573,6.573,5.757,14.994
"226",2022-07-13 12:30:00,15.855,5.552,15.091,12.883,10.553,8.879,7.179,6.37,6.37,5.757,15.372
"227",2022-07-13 13:00:00,15.855,5.552,14.038,12.207,10.357,8.879,7.179,6.573,6.268,5.757,15.501
"228",2022-07-13 13:30:00,15.855,5.655,14.23,12.497,10.161,8.481,7.079,6.471,6.37,5.757,15.57
"229",2022-07-13 14:00:00,15.951,5.552,14.517,12.69,10.357,8.581,7.381,6.573,6.37,5.757,15.638
"230",2022-07-13 14:30:00,16.141,5.655,14.804,12.401,10.748,8.779,7.682,6.674,6.573,5.86,15.715
